time,centroid_x,centroid_y,FRwheel_x,FRwheel_z,RRwheel_x,floor_x,floor_z,velocity
97.16,0.014,0.117,0.296,-0.397,0.395,0.059,-0.208,11.42
97.18,0.126,0.137,0.69,0,0.395,0.059,-0.059,11.42
97.2,0.02,0.178,0.395,-0.199,1.283,0.059,-0.178,11.42
97.22,-0.166,0.262,0.197,0,0.592,-0.087,-0.178,11.42
97.24,0.185,0.176,-0.296,0.497,0.691,0.205,-0.178,11.36
97.26,-0.035,0.221,1.085,-0.795,0.395,0.059,-0.148,11.36
97.28,0.018,0.137,0.888,0.199,0.888,-0.145,-0.119,11.42
97.3,0.071,0.29,0.592,-0.695,0.395,0.263,-0.148,11.42
97.32,-0.137,0.3,0.493,0,0,0.03,-0.03,11.42
97.34,0.23,0.266,-0.197,0.696,0.888,0.175,0.208,11.42
97.36,-0.023,0.241,0.69,0.199,1.184,0.059,0,11.42
97.38,-0.043,0.062,0.197,-0.199,-0.098,-0.087,0.089,11.42
97.4,0.126,0.2,0.197,-0.397,0.592,0.059,0.06,11.42
97.42,-0.064,0.288,0.395,-0.298,0.198,-0.058,-0.089,11.42
97.44,0.128,0.219,-0.197,0.497,0.592,0.117,-0.089,11.42
97.46,0.073,0.272,0.395,-0.695,0.198,0.175,-0.119,11.42
97.48,-0.105,0.088,0.592,-0.199,0.494,-0.145,-0.089,11.42
97.5,0.098,0.033,0.197,-0.695,0.296,0.059,-0.089,11.42
97.52,-0.043,0.137,1.085,-0.397,1.085,0.059,-0.208,11.42
97.54,0.1,0.029,-0.098,-0.199,0.888,0.03,-0.089,11.42
97.56,0.095,0.215,0.888,0.099,0.494,0.059,0.06,11.36
97.58,-0.098,0.008,0.69,0.298,0.592,0,-0.297,11.36
97.6,0.096,0.06,0.395,0.298,0.592,-0.145,-0.089,11.42
97.62,-0.054,0,1.282,-0.199,0.79,0.088,0.06,11.42
97.64,-0.078,0.009,0.888,0,0.099,0,-0.356,11.42
97.66,0.112,0.233,0.493,-0.695,0.296,-0.029,-0.03,11.42
97.68,-0.096,0.096,0.592,0.696,0,-0.058,-0.148,11.36
97.7,-0.011,0.041,0.493,0,0.296,-0.145,-0.089,11.36
97.72,0.049,0.068,0.493,0.298,0.395,0,0.089,11.42
97.74,-0.209,0.004,0.197,0.099,0.888,-0.087,-0.327,11.42
97.76,0.089,-0.02,0.197,0.497,0.79,-0.029,0,11.42
97.78,-0.058,-0.047,0.099,-0.199,0.395,-0.029,-0.148,11.42
97.8,-0.125,0.066,0,0.298,0.395,-0.058,-0.208,11.42
97.82,0.144,0.147,-0.69,0.199,0.099,0.088,0.119,11.42
97.84,-0.109,0.288,0.296,-0.695,0.198,-0.058,-0.208,11.42
97.86,-0.029,0.104,0.592,-0.397,0.592,0,-0.178,11.42
97.88,0.036,0.204,-0.394,0.298,0.888,0.117,-0.089,11.48
97.9,-0.133,0.211,0.197,-0.099,0.691,-0.087,0.03,11.48
97.92,0.061,-0.026,0.197,0.596,0.592,0.059,0.06,11.48
97.94,-0.037,0.129,1.085,-0.199,0.198,0.088,-0.119,11.48
97.96,-0.027,-0.047,0.395,0.497,0.395,-0.058,-0.089,11.42
97.98,0.238,0.055,0,0,0.198,0.059,-0.119,11.42
98,-0.149,0.137,0.789,-0.199,0.198,-0.058,0,11.48
98.02,0.049,0.039,0.197,0.099,0.592,0.059,-0.148,11.48
98.04,0.038,0.36,1.085,-0.199,0.888,0.059,0.06,11.48
98.06,-0.017,0.178,1.381,0,0.79,-0.029,-0.059,11.48
98.08,0.136,0.117,1.085,-0.596,1.085,0.146,-0.178,11.48
98.1,-0.031,0.009,0.888,0.099,0.395,0.205,-0.03,11.48
98.12,0.024,0.06,0.395,0.298,0.198,-0.116,-0.267,11.48
98.14,0.091,0.205,0.888,-0.397,-0.296,0.146,0.03,11.48
98.16,-0.033,0.051,0.395,-0.199,1.085,-0.145,-0.297,11.48
98.18,0.075,0.033,0.197,0.199,0.198,0.059,0.03,11.48
98.2,0.079,-0.01,0.69,0.099,0.79,0.175,-0.356,11.42
98.22,-0.031,-0.077,0.099,0.497,1.283,0.059,-0.238,11.42
98.24,0.079,-0.092,0.789,0.099,1.085,0.205,0.03,11.42
98.26,-0.019,-0.171,0.888,-0.199,0.198,0.117,-0.178,11.42
98.28,0.157,-0.157,0.197,0.397,0.888,-0.058,0.06,11.48
98.3,0.122,-0.067,0.69,-0.199,0.888,0.059,-0.148,11.48
98.32,-0.084,-0.157,0.69,0.298,0.395,0,-0.148,11.42
98.34,0.081,0.115,0.493,0.298,0.099,0.263,-0.03,11.42
98.36,-0.003,0.111,0,-0.397,0.395,0,-0.148,11.48
98.38,-0.049,0.072,-0.296,0.397,0.79,0,-0.238,11.48
98.4,0.153,-0.077,0.493,0,0.987,0.175,-0.089,11.48
98.42,0.057,-0.147,0.395,0.497,0.691,-0.058,-0.059,11.48
98.44,0.093,-0.067,0.69,-0.099,-0.098,0.234,0.119,11.42
98.46,0.055,0.002,0.69,-0.199,0.79,0.117,0.089,11.42
98.48,0.11,0.047,0.592,0.298,1.085,-0.029,0.03,11.42
98.5,0.118,0.107,0.493,-0.199,0.592,0.234,0.149,11.42
98.52,0.012,0.1,-0.493,0,0.888,0.059,-0.089,11.42
98.54,0.12,0.058,0.493,0.298,0.888,0.03,0.119,11.42
98.56,-0.041,-0.01,0.197,0.596,1.085,0.146,-0.178,11.42
98.58,0.04,-0.004,0,-0.099,0.691,0.088,-0.267,11.42
98.6,0.163,-0.034,0.197,-0.099,-0.098,0.175,-0.089,11.42
98.62,-0.031,-0.081,0.296,0.397,0.296,0,-0.356,11.42
98.64,0.102,0.019,0.592,0.099,0.592,0.146,0.06,11.36
98.66,0.049,-0.063,0.986,0.199,0,-0.058,-0.297,11.36
98.68,-0.033,-0.071,1.381,-0.298,0.494,-0.145,-0.208,11.36
98.7,0.049,-0.212,0.592,-0.099,0.691,0.175,-0.119,11.36
98.72,-0.015,-0.143,0.888,-0.497,0,-0.116,-0.089,11.36
98.74,0.161,-0.087,0.099,0,0,0.205,0.06,11.36
98.76,0.008,0.139,0.197,-0.397,0.592,-0.029,-0.148,11.42
98.78,-0.015,0.27,0.888,0,0.592,-0.087,-0.148,11.42
98.8,0.144,0.107,0.888,-0.397,0.592,0.175,0.119,11.36
98.82,-0.051,0.035,0.69,0,0.592,0.059,-0.267,11.36
98.84,0.108,0.015,0.789,0.298,0.592,0.059,0.149,11.36
98.86,0.053,0.16,0.592,-0.199,-0.098,0.088,-0.089,11.36
98.88,0.095,-0.006,0,0.696,0.691,0.117,-0.208,11.31
98.9,0.144,-0.202,0.395,0.397,0.395,0.146,0.119,11.31
98.92,-0.098,-0.234,0,-0.298,-0.197,0.146,-0.267,11.36
98.94,0.142,-0.128,-0.296,0.298,0.691,0,-0.089,11.36
98.96,0.063,-0.038,0.099,0.795,0.395,0.059,0.089,11.36
98.98,0.051,-0.155,-0.887,0.696,1.579,0.088,-0.148,11.36
99,0.13,-0.171,-0.197,0.696,0.296,0.175,0.268,11.36
99.02,-0.115,-0.257,0.197,0.298,0.395,0,-0.148,11.36
99.04,0.055,-0.147,0.197,0.497,0.099,0.088,0.03,11.36
99.06,0.065,-0.138,1.085,-0.099,0.987,0.117,0.119,11.36
99.08,-0.098,-0.061,0.493,0.099,0.592,0,-0.089,11.36
99.1,0.102,-0.175,0.493,0.298,0.395,0.205,0.06,11.36
99.12,-0.011,-0.255,1.183,0,0.198,0,-0.238,11.36
99.14,0.03,-0.324,0.69,-0.199,0.79,0.03,-0.148,11.36
99.16,0.04,-0.271,0.69,0.298,1.184,0.146,0.03,11.31
99.18,-0.08,-0.288,0.493,0,0.691,-0.058,-0.297,11.31
99.2,0.2,-0.255,0.197,0.298,0.395,0.059,0.119,11.31
99.22,-0.043,-0.239,0.69,-0.199,0.592,0.117,-0.297,11.31
99.24,-0.052,-0.386,0.493,0.199,0.987,-0.029,-0.119,11.36
99.26,0.155,-0.308,0.592,0.298,0,0,0.06,11.36
99.28,-0.101,-0.2,0.888,-0.397,0.494,0.03,-0.089,11.31
99.3,0.134,-0.202,0.395,0.199,0.395,0,0,11.31
99.32,-0.021,-0.061,0.296,-0.199,0.79,0.146,-0.208,11.31
99.34,-0.049,-0.188,0.197,0.497,0.987,-0.058,-0.178,11.31
99.36,0.112,-0.239,-0.098,0.596,0.592,0.088,0.06,11.31
99.38,-0.147,-0.181,-0.197,0.199,0.494,-0.087,-0.208,11.31
99.4,0.104,-0.236,-0.493,0.994,0.395,-0.029,-0.089,11.36
99.42,-0.029,-0.016,0,0.298,0.987,0.205,-0.089,11.36
99.44,-0.088,-0.271,-0.296,0.497,0.987,-0.087,-0.208,11.31
99.46,0.077,-0.234,-0.493,0.199,0,0.117,-0.059,11.31
99.48,-0.105,-0.043,0.197,-0.199,0,-0.145,-0.386,11.31
99.5,0.095,0.027,-0.986,0.397,0.395,0.117,-0.178,11.31
99.52,-0.017,0.229,0.296,0.298,0.395,0.059,0,11.36
99.54,-0.07,-0.09,-0.296,0.298,0.987,0,0.089,11.36
99.56,0.091,-0.206,-0.789,0.994,-0.197,0,0.327,11.36
99.58,0.028,-0.171,0.197,0.397,0.198,-0.058,0,11.36
99.6,0.081,-0.094,-0.493,0.199,0.296,0.117,-0.148,11.36
99.62,0.073,0.137,0.296,-0.199,0.099,0.175,-0.119,11.36
99.64,-0.074,-0.106,-0.098,0.497,0,-0.145,-0.238,11.36
99.66,0.095,-0.169,0.493,-0.199,0.395,0.059,-0.059,11.36
99.68,0.149,-0.263,1.085,-0.695,-0.296,0.088,0.06,11.36
99.7,-0.06,-0.369,0.69,0.397,0.296,0,-0.297,11.36
99.72,0.149,-0.208,0.592,-0.397,0.099,0.117,-0.178,11.36
99.74,-0.076,-0.367,0.493,0.298,0.691,0.03,-0.297,11.36
99.76,0.163,-0.451,0,-0.199,0.198,0.059,-0.208,11.36
99.78,0.04,-0.294,0,-0.397,0.395,0.059,-0.03,11.36
99.8,-0.009,-0.257,0.592,0.099,1.283,-0.145,-0.267,11.36
99.82,0.063,-0.053,0.099,0.298,-0.197,0.205,-0.03,11.36
99.84,-0.013,-0.216,0,0.199,0.592,0.088,-0.119,11.31
99.86,0.081,-0.281,-0.197,0.497,0.198,-0.262,0.03,11.31
99.88,-0.062,-0.269,0.592,-0.695,0.987,0.205,-0.148,11.31
99.9,-0.054,-0.296,0.197,0.497,0.198,0,-0.03,11.31
99.92,0.036,-0.034,0,0.596,1.184,0.03,-0.119,11.31
99.94,-0.047,-0.153,0.296,0,0.296,-0.058,-0.267,11.31
99.96,-0.043,-0.253,0.099,0.099,0.198,-0.029,-0.208,11.31
99.98,0.108,-0.124,-0.197,0.298,0.099,0.205,-0.089,11.31
100,-0.082,-0.159,0.197,0.298,0.592,0.03,-0.267,11.36
100.02,0.03,-0.126,0.197,0.397,0.395,0,-0.03,11.36
100.04,-0.092,-0.2,0.296,0,0.494,0.059,-0.059,11.36
100.06,-0.035,-0.212,-0.296,0.397,0.691,0.088,-0.089,11.36
100.08,0.163,-0.2,0.197,0,0.099,0.03,0.208,11.36
100.1,-0.084,-0.126,0.493,0.099,0.296,0,0.089,11.36
100.12,0.091,-0.185,0.69,0.497,-0.493,0,0.297,11.36
100.14,0.053,-0.102,-0.296,0.298,-0.394,-0.116,0.06,11.36
100.16,-0.1,-0.036,-0.197,0.099,-0.098,0.03,-0.238,11.36
100.18,0.171,-0.085,0.493,0,-0.098,0.088,0.06,11.36
100.2,0.004,-0.177,0.296,0.397,-0.394,0.03,-0.208,11.36
100.22,0.053,-0.204,0,0,0.79,0,0.119,11.36
100.24,0.042,-0.165,0.099,0.199,0.198,0.059,-0.059,11.42
100.26,-0.056,-0.151,0.69,-0.199,0.592,-0.029,-0.297,11.42
100.28,0.138,-0.102,-0.197,0.099,-0.197,0.205,-0.148,11.36
100.3,-0.037,-0.167,0.197,0.298,-0.098,-0.029,-0.267,11.36
100.32,0.079,-0.167,0.69,0.397,0.592,-0.058,0.03,11.36
100.34,0.002,-0.139,0.197,0.099,0.987,0.03,0.089,11.36
100.36,-0.174,-0.155,0.493,-0.497,0.888,-0.058,-0.238,11.36
100.38,0.081,0.074,-0.592,0.099,0.691,0.088,-0.119,11.36
100.4,-0.033,0.045,0.099,0,-0.098,0.146,-0.327,11.31
100.42,0.059,-0.13,-0.887,0.298,0.691,0,-0.119,11.31
100.44,0.018,-0.145,-0.789,0.298,0.888,-0.058,0.089,11.36
100.46,-0.125,-0.151,0,0.298,0.987,-0.058,-0.208,11.36
100.48,0.112,-0.181,-0.197,0.497,0.987,0,0.03,11.36
100.5,0.036,-0.188,0.197,-0.298,0.198,0,-0.208,11.36
100.52,0.01,-0.408,0.592,0.298,-0.098,-0.145,0,11.36
100.54,0.134,-0.251,0.789,0.199,-0.296,0.175,0.089,11.36
100.56,-0.086,-0.083,0.789,-0.199,0.691,-0.087,-0.059,11.36
100.58,0.085,-0.053,0.493,0.199,1.085,0.088,-0.059,11.36
100.6,0.053,-0.106,1.183,-0.894,0.691,0.205,-0.089,11.36
100.62,-0.011,-0.371,0.592,-0.199,1.283,-0.058,-0.148,11.36
100.64,0.187,-0.292,0.296,0,-0.296,0.175,0.03,11.36
100.66,-0.123,-0.098,1.085,0.099,0.099,-0.058,-0.178,11.36
100.68,0.228,-0.216,-0.69,0.994,-0.197,0.059,0,11.36
100.7,0.067,-0.043,0.493,0,-0.098,-0.145,-0.148,11.36
100.72,-0.082,-0.275,-0.394,0.099,1.085,-0.058,-0.148,11.36
100.74,0.134,-0.12,-0.098,0,-0.098,0.117,-0.03,11.36
100.76,-0.103,-0.034,-0.197,-0.099,0.888,0,-0.178,11.36
100.78,0.165,-0.237,-0.296,0.099,0.888,0.088,0.03,11.36
100.8,0.071,-0.23,0.69,0,0.395,0.175,0.03,11.36
100.82,0.016,-0.306,-0.197,-0.199,0.79,-0.116,-0.208,11.36
100.84,0.124,-0.234,-0.098,0.596,0.691,0.292,0.06,11.36
100.86,-0.088,-0.136,0.395,-0.099,0.987,-0.087,-0.208,11.36
100.88,0.098,-0.288,-0.887,0.298,1.283,0,0.03,11.36
100.9,-0.015,-0.151,0,-0.298,0.691,-0.145,-0.238,11.36
100.92,-0.096,-0.271,-0.592,0,0.592,0,-0.119,11.36
100.94,0.095,-0.222,-0.098,0.497,-0.493,0.146,0,11.36
100.96,-0.019,-0.136,0.493,-0.199,0.198,0.059,-0.208,11.36
100.98,0.071,-0.149,0.493,0.199,0.494,-0.087,-0.089,11.36
101,-0.039,-0.12,0.69,0,0.987,0.059,0,11.36
101.02,-0.033,-0.165,-0.197,0,0.592,-0.029,-0.119,11.36
101.04,0.067,-0.208,0.493,0.298,0.691,0,-0.059,11.36
101.06,-0.101,-0.236,0.888,-0.099,0.888,-0.029,-0.178,11.36
101.08,0.049,-0.267,0,-0.397,0.494,-0.145,-0.148,11.36
101.1,0.075,0.009,0.493,-0.199,0.395,0.175,0.03,11.36
101.12,-0.045,-0.153,0.493,0.696,0.888,0.03,-0.238,11.36
101.14,0.008,-0.212,0.493,0,0.79,0.175,0.03,11.36
101.16,-0.019,-0.149,0.592,0.099,0.592,-0.058,-0.03,11.36
101.18,-0.056,-0.349,0.69,-0.099,1.085,-0.058,-0.059,11.36
101.2,0.144,-0.104,0.789,0,0.592,0.03,-0.059,11.42
101.22,-0.068,-0.139,0.395,-0.397,0.987,0.205,0,11.42
101.24,0.071,-0.157,-0.098,0.298,-0.789,0,0.268,11.36
101.26,0.059,-0.061,0.296,0.298,0.198,0.059,-0.03,11.36
101.28,-0.043,-0.175,0,0.099,0.395,-0.029,-0.089,11.42
101.3,0.136,0.111,0.493,0.099,0.395,0.175,0.03,11.42
101.32,-0.041,-0.089,0,0.497,1.085,-0.145,0.119,11.42
101.34,0.03,-0.153,-0.394,0.298,0,0.117,0,11.42
101.36,0.171,-0.206,0.197,0,0,0.175,-0.089,11.36
101.38,-0.033,-0.3,-0.296,0,0.592,0.146,-0.416,11.36
101.4,0.1,-0.071,0.099,-0.596,0.494,-0.058,-0.089,11.36
101.42,-0.086,-0.136,0.296,0,0.395,0.088,-0.386,11.36
101.44,0.049,-0.22,0.197,0.497,0.099,-0.087,-0.178,11.36
101.46,0.053,-0.212,0.493,-0.298,0,-0.029,0.238,11.36
101.48,-0.009,-0.23,-0.098,0.596,0.494,0.059,-0.059,11.42
101.5,0.126,-0.089,-0.197,0.497,0.296,-0.116,0,11.42
101.52,-0.009,-0.081,0.197,0.298,0.888,0.205,-0.119,11.36
101.54,-0.056,-0.21,0.197,0,1.085,-0.174,-0.03,11.36
101.56,0.081,-0.21,-0.197,0.298,1.48,0.117,-0.03,11.36
101.58,-0.07,-0.288,0,-0.497,0.198,-0.058,-0.089,11.36
101.6,-0.037,-0.281,0.099,0.994,0.494,0,0,11.36
101.62,0.091,-0.271,0.197,0,0,0.117,-0.089,11.36
101.64,-0.078,-0.2,0.493,-0.497,0.395,-0.058,0.03,11.36
101.66,0.083,-0.167,0.197,0.298,0.691,0.205,-0.178,11.36
101.68,-0.082,-0.016,1.578,-0.397,0.79,0,-0.238,11.42
101.7,0.03,-0.198,0.69,0,0.494,0.059,-0.178,11.42
101.72,0.069,-0.22,1.085,-0.397,0.099,-0.058,-0.089,11.42
101.74,-0.184,-0.171,1.085,0,0.395,-0.058,-0.446,11.42
101.76,0.185,-0.206,0.197,0.199,0.395,0.117,0.06,11.42
101.78,-0.037,-0.192,0.493,0.298,0.592,0.117,0.06,11.42
101.8,0.049,-0.298,-0.493,1.192,0.395,-0.029,0.268,11.42
101.82,0.122,-0.237,-0.296,0.298,0.099,0.146,0.238,11.42
101.84,-0.207,-0.053,0,-0.199,0.691,-0.087,-0.208,11.42
101.86,0.165,-0.106,-0.493,-0.199,0.395,0.205,0.268,11.42
101.88,0.014,0.008,0.789,0.298,0.198,-0.058,-0.03,11.42
101.9,0.012,-0.208,-0.887,-0.099,0.296,-0.087,-0.178,11.42
101.92,0.13,-0.112,0.197,0.298,-0.296,0.146,0.119,11.42
101.94,-0.06,-0.067,0.296,0.199,0.888,-0.058,-0.208,11.42
101.96,0.249,-0.134,0,0.199,0.395,0.03,0.119,11.42
101.98,-0.047,-0.004,0.69,-0.497,0.592,0.03,0.089,11.42
102,-0.037,-0.285,0.592,0.199,0.395,0,-0.148,11.42
102.02,0.126,-0.181,0.493,0,-0.098,0.059,-0.089,11.42
102.04,-0.147,-0.053,0.888,-0.199,0.395,0.059,-0.327,11.42
102.06,0.161,-0.067,0.69,0.099,0.888,0,-0.148,11.42
102.08,-0.011,-0.059,0.69,0.099,0.296,0.03,-0.208,11.36
102.1,-0.009,-0.359,0.296,0,0.395,-0.145,-0.178,11.36
102.12,0.104,-0.381,0.197,0.099,0.987,0.175,-0.089,11.36
102.14,-0.039,-0.277,0.986,-0.199,0.888,0,0,11.36
102.16,-0.002,-0.288,-0.098,0.696,1.085,0,-0.178,11.42
102.18,0.065,-0.159,0.099,-0.099,-0.197,0.059,-0.059,11.42
102.2,-0.058,-0.341,-0.493,0.397,0.395,0.088,-0.089,11.42
102.22,0.042,-0.267,-0.592,-0.199,0.198,0.03,-0.059,11.42
102.24,0.085,-0.153,0.493,-0.397,0.395,-0.058,-0.089,11.42
102.26,-0.029,-0.349,-0.69,0,0.691,0.059,-0.148,11.42
102.28,0.047,-0.104,0.493,-0.099,0.592,0.088,-0.148,11.42
102.3,-0.096,-0.29,-0.197,0.199,0.296,0.03,-0.148,11.42
102.32,0.163,-0.232,0.197,0.199,-0.098,0.059,0.119,11.36
102.34,-0.031,-0.232,0.789,0.298,0.395,0.146,0.149,11.36
102.36,0.057,-0.288,0.296,0.596,0.79,0.059,-0.089,11.42
102.38,0.049,-0.041,0.888,-0.199,0.296,0.146,0.238,11.42
102.4,-0.019,-0.038,0.493,-0.199,0.395,-0.058,-0.208,11.42
102.42,0.13,-0.004,-0.098,0.298,-0.098,-0.058,-0.089,11.42
102.44,0.034,-0.01,1.085,-0.199,0.494,0.03,-0.148,11.36
102.46,0.118,-0.139,0.395,0,0.592,0.117,-0.267,11.36
102.48,0.091,-0.073,0.69,-0.199,0.395,0.263,0,11.42
102.5,-0.007,-0.114,0.789,0.199,0.296,0,-0.208,11.42
102.52,0.147,-0.239,-0.098,0.199,0.296,0,-0.178,11.36
102.54,0.061,-0.153,0,0.099,0.395,0.059,0.089,11.36
102.56,0.083,-0.218,-0.789,0.497,0.198,0.117,-0.267,11.42
102.58,0.075,0.076,0,0.099,0.987,0.175,-0.148,11.42
102.6,-0.011,0.002,0.296,-0.199,0.494,0.146,-0.327,11.36
102.62,0.002,-0.089,0.197,-0.497,0.79,0.175,-0.119,11.36
102.64,0.106,-0.098,0.69,-0.497,0.592,0,-0.119,11.36
102.66,-0.039,-0.339,0.592,0.298,0.395,-0.145,-0.119,11.36
102.68,0.11,-0.206,0.197,0.099,0.198,0.088,0,11.31
102.7,-0.064,-0.285,0.493,0.298,0.691,0,-0.208,11.31
102.72,0.067,-0.396,0,0.497,0.888,0.059,0.119,11.36
102.74,0.03,-0.381,0.592,0.596,-0.098,0.03,0.268,11.36
102.76,0.012,-0.475,0.197,0.298,0.395,0.117,-0.089,11.36
102.78,0.053,-0.018,0.099,0,0.296,0.059,-0.119,11.36
102.8,-0.115,-0.026,0.493,0.596,0.592,-0.029,-0.416,11.36
102.82,0.03,-0.002,-0.296,-0.795,0.592,-0.058,-0.267,11.36
102.84,0.012,-0.063,0.296,0.099,0.592,0,-0.208,11.36
102.86,-0.113,-0.183,0.197,-0.199,0.691,0,-0.238,11.36
102.88,0.14,-0.09,0.888,-0.099,0.494,0.117,0.208,11.36
102.9,0.016,-0.096,0.888,0.199,0.888,0.059,0,11.36
102.92,-0.147,-0.092,0.197,0.696,0.494,0,0.06,11.36
102.94,0.145,-0.098,-0.098,0.497,0.296,0.117,0.119,11.36
102.96,-0.154,-0.241,0.395,0,1.085,-0.116,-0.238,11.36
102.98,0.081,-0.226,-0.493,-0.099,0.494,-0.174,-0.059,11.36
103,0.01,-0.136,-0.789,0.099,0.395,0.059,0.268,11.36
103.02,-0.223,-0.028,-0.296,0.298,0.691,-0.058,-0.178,11.36
103.04,0.161,-0.139,-0.592,0.497,0.395,0.146,0.089,11.36
103.06,0.067,-0.155,-0.394,0.099,0.296,0.205,0.06,11.36
103.08,0.089,-0.275,-0.394,0,0.198,-0.204,-0.089,11.36
103.1,0.073,-0.181,-0.493,-0.695,0.198,0.088,0,11.36
103.12,-0.217,0.025,0,0.298,0.494,-0.058,-0.416,11.36
103.14,0.1,-0.026,-0.887,0.696,0.494,0.146,-0.208,11.36
103.16,-0.002,0.078,0.296,0.497,0.395,0.175,-0.148,11.36
103.18,-0.064,-0.21,1.578,0.397,0.592,0,-0.356,11.36
103.2,0.1,-0.31,0.493,-0.397,0.592,0.088,0.03,11.36
103.22,-0.029,-0.216,1.282,0,0.198,0.117,-0.208,11.36
103.24,-0.002,-0.343,0,0.099,0.395,0.059,-0.208,11.36
103.26,0.167,-0.094,0.493,-0.199,0.395,0.088,0.119,11.36
103.28,-0.088,-0.23,0.592,0.099,0.987,-0.029,-0.03,11.31
103.3,0.163,-0.23,-0.098,0,-0.296,0.059,0.06,11.31
103.32,0.122,-0.2,0.69,0.298,0.592,0.263,0,11.31
103.34,0.11,-0.179,-0.493,0.397,1.085,0.117,-0.119,11.31
103.36,0.183,-0.063,0.296,0.298,1.48,0.263,-0.059,11.31
103.38,0.004,-0.212,0.493,-0.199,0.395,0.117,-0.356,11.31
103.4,0.185,-0.245,0.099,-0.397,0.691,0.205,-0.208,11.31
103.42,0.214,-0.192,1.085,0.497,0.987,0.292,-0.059,11.31
103.44,0.179,-0.33,0.197,0.099,0.691,0.117,-0.089,11.31
103.46,0.416,-0.236,0.493,0.994,0.395,0.467,0,11.31
103.48,0.298,-0.169,0.789,0.397,0.592,0.321,0.149,11.25
103.5,0.31,-0.081,0.69,0.497,0.691,0.409,0.03,11.25
103.52,0.385,-0.034,0.789,0.298,0.395,0.467,0.119,11.19
103.54,0.281,-0.149,-0.098,0.497,0.691,0.234,0,11.19
103.56,0.473,-0.083,0.493,0.596,-0.098,0.379,0,11.14
103.58,0.236,-0.149,1.183,0,0.79,0.467,-0.03,11.14
103.6,0.39,-0.292,0.69,0,0.888,0.263,-0.089,11.14
103.62,0.394,-0.273,0.395,0,1.579,0.554,0.089,11.14
103.64,0.318,-0.392,0.099,0.298,0.79,0.205,-0.208,11.08
103.66,0.534,-0.216,-0.098,0,0.888,0.35,0,11.08
103.68,0.257,-0.159,0.986,-0.099,0.494,0.525,-0.119,11.03
103.7,0.357,-0.09,0.888,-0.199,1.184,0.379,-0.119,11.03
103.72,0.394,-0.106,0.69,-0.497,0.79,0.409,-0.089,11.03
103.74,0.204,-0.208,0.69,0.497,0.691,0.35,-0.208,11.03
103.76,0.465,-0.153,0.099,-0.199,0.099,0.263,-0.178,10.97
103.78,0.332,-0.171,-0.197,-0.199,0.592,0.292,-0.089,10.97
103.8,0.298,-0.281,0.099,-0.099,0.987,0.467,-0.089,10.86
103.82,0.345,-0.206,0.296,0.199,0.987,0.35,-0.059,10.86
103.84,0.341,-0.314,0.197,0.298,1.283,0.292,0.06,10.86
103.86,0.3,-0.122,0.395,0.497,0.691,0.438,-0.03,10.86
103.88,0.212,-0.167,0.592,0,0.592,0.205,-0.297,10.8
103.9,0.412,-0.247,0.592,0.696,0.592,0.263,-0.059,10.8
103.92,0.3,-0.257,1.381,0.298,0.395,0.321,-0.03,10.74
103.94,0.316,-0.406,0,-0.199,0.395,0.321,0.06,10.74
103.96,0.316,-0.112,0.395,0.298,0,0.205,-0.267,10.74
103.98,0.32,-0.055,0.296,-0.497,1.381,0.35,-0.148,10.74
104,0.422,-0.147,0.099,0.199,1.283,0.525,0.149,10.69
104.02,0.343,-0.175,0.69,0.099,0.888,0.525,-0.03,10.69
104.04,0.461,-0.428,0.493,0,0.888,0.379,0.119,10.63
104.06,0.389,-0.126,0.789,-0.199,0.79,0.409,0.208,10.63
104.08,0.349,-0.33,0.888,0.497,0.494,0.321,0.03,10.58
104.1,0.434,-0.33,0.197,0.795,0.395,0.409,0.149,10.58
104.12,0.312,-0.143,1.183,0,0,0.379,-0.089,10.52
104.14,0.49,-0.145,0.493,-0.099,0.691,0.438,0.208,10.52
104.16,0.292,-0.002,1.381,-0.199,1.184,0.263,-0.208,10.52
104.18,0.436,-0.22,0.197,0.199,1.283,0.379,-0.327,10.52
104.2,0.316,-0.212,0.592,0,1.973,0.496,-0.03,10.46
104.22,0.383,-0.281,0.592,-0.199,0.198,0.467,-0.208,10.46
104.24,0.598,-0.212,1.183,0,0.691,0.554,0.03,10.41
104.26,0.438,-0.212,1.479,-0.099,0.592,0.467,-0.356,10.41
104.28,0.59,-0.216,0.69,0.298,0.691,0.7,0.208,10.35
104.3,0.379,-0.13,0.493,-0.397,1.184,0.409,-0.03,10.35
104.32,0.575,-0.085,0.69,0.497,1.085,0.613,-0.089,10.29
104.34,0.516,-0.139,0.69,0.099,0.691,0.642,-0.148,10.29
104.36,0.602,-0.349,0.395,0.397,0.987,0.642,-0.089,10.18
104.38,0.541,-0.328,0.69,0.298,1.677,0.467,-0.089,10.18
104.4,0.581,-0.3,1.183,0.596,1.283,0.613,0,10.13
104.42,0.571,-0.33,1.381,-0.199,1.381,0.525,0,10.13
104.44,0.467,-0.104,1.183,-0.695,0.592,0.671,-0.03,10.07
104.46,0.543,-0.096,1.183,0.298,0,0.554,-0.208,10.07
104.48,0.526,-0.083,1.282,-0.199,0.79,0.409,-0.208,10.01
104.5,0.443,0.031,1.282,0,0.691,0.584,0,10.01
104.52,0.51,-0.043,1.085,-0.397,0.592,0.467,-0.178,9.96
